#,Date_Time,Temp,"Batt, V (LGR S/N: 9940665, SEN S/N: 9940665)",Coupler Detached (LGR S/N: 9940665),Coupler Attached (LGR S/N: 9940665),Host Connected (LGR S/N: 9940665),Stopped (LGR S/N: 9940665),End Of File (LGR S/N: 9940665)
181,08/01/2014 08:08,15.581,3.57,,,,,
182,08/01/2014 08:38,15.533,3.57,,,,,
183,08/01/2014 09:08,15.485,3.57,,,,,
184,08/01/2014 09:38,15.438,3.57,,,,,
185,08/01/2014 10:08,15.342,3.57,,,,,
186,08/01/2014 10:38,15.509,3.57,,,,,
187,08/01/2014 11:08,15.629,3.57,,,,,
188,08/01/2014 11:38,15.867,3.57,,,,,
189,08/01/2014 12:08,16.058,3.57,,,,,
190,08/01/2014 12:38,16.63,3.57,,,,,
191,08/01/2014 13:08,16.844,3.57,,,,,
192,08/01/2014 13:38,16.796,3.57,,,,,
193,08/01/2014 14:08,17.011,3.57,,,,,
194,08/01/2014 14:38,17.439,3.57,,,,,
195,08/01/2014 15:08,17.51,3.57,,,,,
196,08/01/2014 15:38,17.796,3.6,,,,,
197,08/01/2014 16:08,17.677,3.6,,,,,
198,08/01/2014 16:38,17.915,3.6,,,,,
199,08/01/2014 17:08,18.176,3.6,,,,,
200,08/01/2014 17:38,18.343,3.6,,,,,
201,08/01/2014 18:08,18.224,3.6,,,,,
202,08/01/2014 18:38,18.271,3.6,,,,,
203,08/01/2014 19:08,18.366,3.6,,,,,
204,08/01/2014 19:38,18.176,3.6,,,,,
205,08/01/2014 20:08,18.509,3.6,,,,,
206,08/01/2014 20:38,18.485,3.6,,,,,
207,08/01/2014 21:08,18.343,3.6,,,,,
208,08/01/2014 21:38,18.414,3.6,,,,,
209,08/01/2014 22:08,18.319,3.6,,,,,
210,08/01/2014 22:38,18.247,3.6,,,,,
211,08/01/2014 23:08,18.129,3.6,,,,,
212,08/01/2014 23:38,17.962,3.6,,,,,
213,08/02/2014 00:08,17.724,3.6,,,,,
214,08/02/2014 00:38,17.558,3.57,,,,,
215,08/02/2014 01:08,17.415,3.57,,,,,
216,08/02/2014 01:38,17.272,3.57,,,,,
217,08/02/2014 02:08,17.13,3.57,,,,,
218,08/02/2014 02:38,16.987,3.57,,,,,
219,08/02/2014 03:08,16.82,3.57,,,,,
220,08/02/2014 03:38,16.701,3.57,,,,,
221,08/02/2014 04:08,16.582,3.57,,,,,
222,08/02/2014 04:38,16.463,3.57,,,,,
223,08/02/2014 05:08,16.344,3.57,,,,,
224,08/02/2014 05:38,16.249,3.57,,,,,
225,08/02/2014 06:08,16.129,3.57,,,,,
226,08/02/2014 06:38,16.058,3.57,,,,,
227,08/02/2014 07:08,16.01,3.57,,,,,
228,08/02/2014 07:38,15.891,3.57,,,,,
229,08/02/2014 08:08,15.819,3.57,,,,,
230,08/02/2014 08:38,15.796,3.57,,,,,
231,08/02/2014 09:08,15.724,3.57,,,,,
232,08/02/2014 09:38,15.676,3.57,,,,,
233,08/02/2014 10:08,15.676,3.57,,,,,
234,08/02/2014 10:38,15.796,3.57,,,,,
235,08/02/2014 11:08,15.939,3.57,,,,,
236,08/02/2014 11:38,16.153,3.57,,,,,
237,08/02/2014 12:08,16.392,3.57,,,,,
238,08/02/2014 12:38,16.606,3.57,,,,,
239,08/02/2014 13:08,17.011,3.57,,,,,
240,08/02/2014 13:38,16.987,3.57,,,,,
241,08/02/2014 14:08,17.296,3.57,,,,,
242,08/02/2014 14:38,17.534,3.57,,,,,
243,08/02/2014 15:08,17.653,3.6,,,,,
244,08/02/2014 15:38,17.986,3.6,,,,,
245,08/02/2014 16:08,18.057,3.6,,,,,
246,08/02/2014 16:38,18.295,3.6,,,,,
247,08/02/2014 17:08,18.485,3.6,,,,,
248,08/02/2014 17:38,18.461,3.6,,,,,
249,08/02/2014 18:08,18.557,3.6,,,,,
250,08/02/2014 18:38,18.771,3.6,,,,,
251,08/02/2014 19:08,18.747,3.6,,,,,
